datetime,power_uniform_unit,chw_flow_normal,cw_flow_normal,T_chw_supply_normal,T_chw_return_normal,T_cw_supply_normal,T_cw_return_normal
2024-07-01 00:00:00,,-0.78629526067484024,-0.90402198717164584,-0.30121424802083074,-0.41590341152605126,0.035583161923171569,0.98429420853257676
2024-07-01 00:01:00,,-1.4919274550613462,1.1036996786666855,0.046776487900158863,-0.15110277927179586,-1.2185088768208985,0.34601969669906962
2024-07-01 00:02:00,,1.592639597041599,-0.31849366379690097,-0.69211470081243309,-0.47123816584988931,-0.12101112953089134,0.098197677232339284
2024-07-01 00:03:00,,-0.77814979949694374,-0.69978188582297551,-0.76088319101780266,-2.4660971646492742,-1.7557683249702087,-0.28541102571722154
2024-07-01 00:04:00,,0.28877858493705555,1.4782863856150212,-0.75489831977259114,-0.45205350540799649,-0.36303874987172402,-0.97929699658422797
2024-07-01 00:05:00,,2.0545530221559609,0.36753767597618625,1.6533950410124389,-0.38151656164003456,-1.2582354667656566,-0.20264659238302346
2024-07-01 00:06:00,,0.093332174259432327,-2.1612808573752913,-0.00099308162945823189,-0.70899254400202982,-0.31405150738142296,-0.97897987628408123
2024-07-01 00:07:00,,-1.5944398796415726,1.3771709874265199,2.3417616026361854,-0.057307567133775779,-1.2959154827079173,-1.0087167979883984
2024-07-01 00:08:00,,0.26590837632505293,-0.68794277762100653,1.2491684779886558,0.44058735960154249,-0.42647777843926232,-0.18682598490639629
2024-07-01 00:09:00,,-0.36424002830560209,0.52906247594903655,0.1008819122924703,-0.62657554396074866,0.49615149727403396,-0.95020802888364009
2024-07-01 00:10:00,,-1.0348846922762935,1.1638500814887909,0.563870649551245,0.29094977950672396,-0.95496005052972699,0.59543313465898917
2024-07-01 00:11:00,,3.0172092655239204,0.71175422670229505,2.1949647972401785,0.25392121358123598,1.0505428148861229,0.46626993508101494
2024-07-01 00:12:00,,1.3300452449576023,-0.41669235149734357,-0.85188413237572924,0.47437726664721791,-0.10621765564859272,-0.9821003402972579
2024-07-01 00:13:00,,-1.9272956863348338,-0.47824052788488569,-0.22411165533399746,0.19198480918989458,-0.61028305315536524,-1.0699961779521423
2024-07-01 00:14:00,,0.22221006047457059,0.018810123709933135,-0.51216586636991024,0.9451102797089167,0.60568068718423695,-1.1182994419766834
2024-07-01 00:15:00,,-0.54133169187120367,-0.44056223728497779,1.2344118204791596,0.73456560697104878,-1.2610278383467235,-0.033846485981075015
2024-07-01 00:16:00,,0.2816027171804088,-0.60041571340370992,-0.30706405935851738,0.88901634084480297,-0.09765426773765104,-0.092762160099217728
2024-07-01 00:17:00,,0.61900255309994445,0.37561219919671968,-0.92262863066786616,-0.64388174742748383,1.0912502066417085,1.4416809022209911
2024-07-01 00:18:00,,-0.60134323954338076,-1.5984346879528197,0.13870797164912446,1.2359747624792539,0.85426814420513031,-1.1502549851919497
2024-07-01 00:19:00,,-0.26970921702130923,-0.11368818253159883,0.91416925741200328,-0.78424255149041278,-0.78765541305736098,0.8468758082090867
2024-07-01 00:20:00,,-0.34656009215666367,0.083520450475307192,0.32552814740776154,-0.52921141096654623,0.065462857524052634,0.86053740075334006
2024-07-01 00:21:00,,-0.49262496865807498,-1.8906456183852336,1.1563844308973481,-0.92311436263742241,-0.93452404558529911,-0.085582364609436301
2024-07-01 00:22:00,,0.06377935502314476,0.98238650501095393,0.79872433329221837,0.74473915468158824,-0.39039313722594682,-0.94767444511825427
2024-07-01 00:23:00,,0.59629308775196166,-0.41848754923612108,-1.2037715419852986,0.37892392128281971,0.081354061107681425,-0.83336836701364503
2024-07-01 00:24:00,,-1.180911601502268,0.18856391632885836,-0.78487439837026995,-0.23146269181525161,-1.3638624585789678,0.40079260647330972
2024-07-01 00:25:00,,-0.21382316651059166,-0.65260742097480084,0.23932036658080114,0.64687512660105273,0.76073049107399404,-0.55417541595713526
2024-07-01 00:26:00,,-1.4268983558391799,0.056455906734729645,0.4495209923256111,0.44625553111946176,-0.77011159969894727,-0.60777546886933165
2024-07-01 00:27:00,,-0.20037240671419335,0.25301021535403773,0.25384052641954313,1.2276774925225342,-1.1605841955247866,-0.1091241979295378
2024-07-01 00:28:00,,-1.5183227316189807,0.24088753726767634,-0.17574524649590503,0.044092348283344934,-1.2521902958032178,-0.40111469452452347
2024-07-01 00:29:00,,-0.54797772592432847,-0.63244979747838448,1.3348419634912938,0.51961778963323724,0.54662636988058833,0.77625524980788374
2024-07-01 00:30:00,,-1.7094040317928176,0.81224763624664742,-0.58702499924658169,-1.4766499060895224,-0.405352030898736,-0.81974341902550563
2024-07-01 00:31:00,,2.5181575161315641,-0.33465848220911287,-1.5774960523624737,-1.4915472440102324,1.6338269663974236,-1.1309361995254994
2024-07-01 00:32:00,,2.1904181117692616,-0.36719201745365571,0.21479812545301755,-1.007428679501531,-1.4249127190551398,-0.94866986295835876
2024-07-01 00:33:00,,0.67009111054495463,0.035494417826904254,1.8437624994720143,1.6904240199975711,-1.7368538362876473,0.35796844885564011
2024-07-01 00:34:00,,0.22233090714939693,0.14982053330071407,-0.50797062894272138,1.9002506094738236,-1.2623135545134072,0.78435540875907928
2024-07-01 00:35:00,,0.50996990155191146,1.8258345491517818,-0.60415046775480319,-2.4310922181582151,-0.62207390749815195,0.36354392942745273
