datetime,T_outdoor,T_wb,solar
2024-07-01 00:00:00,7.5626861357265085,3.6663007055470453,0
2024-07-01 00:01:00,8.645515973921615,2.9608476274188873,0
2024-07-01 00:02:00,9.4896511905150671,4.1812576575310807,0
2024-07-01 00:03:00,7.8340153690247671,2.4475040671173169,0
2024-07-01 00:04:00,9.5766171461815688,4.3102599306087974,0
2024-07-01 00:05:00,7.3976957013306439,2.1459212026287724,0
2024-07-01 00:06:00,9.7721977328456688,6.0412154969916525,0
2024-07-01 00:07:00,8.8293619178442544,3.9986870998529298,0
2024-07-01 00:08:00,8.4242774384204857,3.8801031701869362,0
2024-07-01 00:09:00,8.8418806099755596,3.5664419053832739,0
2024-07-01 00:10:00,7.8867428926696554,2.591714544287409,0
2024-07-01 00:11:00,9.5987423331882784,4.5766295454495234,0
2024-07-01 00:12:00,10.711196248774266,5.7144280230090239,0
2024-07-01 00:13:00,8.4681312629577139,3.1500258707205955,0
2024-07-01 00:14:00,8.4512885549310024,3.6104937785842539,0
2024-07-01 00:15:00,7.8260201618510301,2.5046417953387659,0
2024-07-01 00:16:00,7.3000816663321544,2.822311599507743,0
2024-07-01 00:17:00,8.4923235410099469,4.3703901476856215,0
2024-07-01 00:18:00,9.6316627451966212,4.8054995486566172,0
2024-07-01 00:19:00,8.5348608673723394,3.275155881542311,0
2024-07-01 00:20:00,7.8994312637383537,2.7228799843983436,0
2024-07-01 00:21:00,7.5177326165344356,1.9030352913158908,0
2024-07-01 00:22:00,9.1326016594485644,4.2466368226201663,0
2024-07-01 00:23:00,7.8674398746769629,1.7918968528807822,0
2024-07-01 00:24:00,7.953960939655194,1.5022337709409501,0
2024-07-01 00:25:00,8.9851592434282779,4.4028252919337429,0
2024-07-01 00:26:00,8.3862804049142028,3.5524546426138515,0
2024-07-01 00:27:00,7.6327028259728644,3.2353753037864208,0
2024-07-01 00:28:00,7.6245107841744932,2.9529744697139075,0
2024-07-01 00:29:00,7.0133338856039096,3.0140765758866586,0
2024-07-01 00:30:00,9.2159716378339098,4.119211499960203,0
2024-07-01 00:31:00,9.0960326848755066,3.6942686584455431,0
2024-07-01 00:32:00,9.3154960233447497,4.8942850098086597,0
2024-07-01 00:33:00,7.9127092976281519,3.6739377491552503,0
2024-07-01 00:34:00,8.7919636777482442,3.4743105540949295,0
2024-07-01 00:35:00,9.454810115895663,4.8382189358682961,0
2024-07-01 00:36:00,8.6387197014822874,3.9637178270157785,0
2024-07-01 00:37:00,7.8895622198798936,3.1903391979828823,0
2024-07-01 00:38:00,8.1135552354241707,3.2887604053136359,0
2024-07-01 00:39:00,7.641184736357725,3.733831178189754,0
2024-07-01 00:40:00,7.0080449348992451,1.2464803641163162,0
2024-07-01 00:41:00,8.8046221103827378,3.7343713151584752,0
2024-07-01 00:42:00,8.6537464428934996,2.7873423154042518,0
2024-07-01 00:43:00,8.0295443984043047,4.2458398746589641,0
2024-07-01 00:44:00,6.7765458548523183,1.5385576952913265,0
2024-07-01 00:45:00,8.8297104007082243,4.3820294044903525,0
2024-07-01 00:46:00,8.0956810587542805,3.5974010938131378,0
2024-07-01 00:47:00,7.9422127736095076,3.5258015697249565,0
2024-07-01 00:48:00,8.2009651887699935,2.5852669727400253,0
2024-07-01 00:49:00,7.8439858908358993,2.9132043344566751,0
2024-07-01 00:50:00,8.5164299181215561,3.1780426349599096,0
2024-07-01 00:51:00,8.0304335474903326,3.3016420886593076,0
2024-07-01 00:52:00,6.6003324175752933,2.0996049328237838,0
2024-07-01 00:53:00,6.7982237798144576,1.9752867706015906,0
2024-07-01 00:54:00,7.9608528557936831,3.5041604144607521,0
2024-07-01 00:55:00,7.6074300665503456,2.7201321479663112,0
2024-07-01 00:56:00,9.0698437400136118,3.4861418256202179,0
2024-07-01 00:57:00,7.4855812705196394,2.9994051246048028,0
2024-07-01 00:58:00,8.5209616487125324,3.2371017672165832,0
2024-07-01 00:59:00,7.9865214867476686,1.3630149475284909,0
2024-07-01 01:00:00,7.0120104510711245,0.94985763764117315,0
2024-07-01 01:01:00,7.0351220652523452,2.2658778356165312,0
2024-07-01 01:02:00,7.387958658244246,1.5802343547165665,0
2024-07-01 01:03:00,8.5076120644151576,3.4402875729610267,0
2024-07-01 01:04:00,8.0952445898312249,2.7711331123335854,0
2024-07-01 01:05:00,6.5685956973114177,1.5970052317798802,0
2024-07-01 01:06:00,7.7843570649864091,2.5012700781169084,0
2024-07-01 01:07:00,7.9978910690606968,2.3109532830719521,0
2024-07-01 01:08:00,6.3677267876143091,2.1674433739046415,0
2024-07-01 01:09:00,6.9070697397089393,1.7846119866469996,0
2024-07-01 01:10:00,8.5782152134261693,4.1389214961369909,0
2024-07-01 01:11:00,7.2608780762240093,2.1707190505526404,0
2024-07-01 01:12:00,8.4417714161782129,3.4302203473017601,0
2024-07-01 01:13:00,7.0644484835567667,1.0679514856838839,0
2024-07-01 01:14:00,7.9303380593368571,2.4344198048950432,0
2024-07-01 01:15:00,6.2198420772344871,1.7273612904113027,0
2024-07-01 01:16:00,6.4092202751107843,2.6211487404455607,0
2024-07-01 01:17:00,6.2587431688852755,0.72571288664604472,0
2024-07-01 01:18:00,7.4160871615683259,1.3730868750258132,0
2024-07-01 01:19:00,6.5306688635793453,1.1339878818617615,0
2024-07-01 01:20:00,8.3578724127335509,4.4663040874338593,0
2024-07-01 01:21:00,6.6579715219505378,2.625659995989639,0
2024-07-01 01:22:00,7.1249782542640387,2.6204842345621677,0
2024-07-01 01:23:00,6.362665512712776,1.434371739363548,0
2024-07-01 01:24:00,8.3642483476176359,2.6664915709741011,0
2024-07-01 01:25:00,7.5759899116629317,2.3602432054143745,0
2024-07-01 01:26:00,5.7656707927288871,1.1617989055016793,0
2024-07-01 01:27:00,7.374766283114659,2.1867089869091227,0
2024-07-01 01:28:00,7.1316394373163217,2.9220792413813181,0
2024-07-01 01:29:00,6.6099922312310619,2.0476519467272545,0
2024-07-01 01:30:00,8.6713397157511647,3.3406525066966428,0
2024-07-01 01:31:00,6.2959340268101283,1.6530496028256227,0
2024-07-01 01:32:00,7.7477346703919174,2.7371386200467902,0
2024-07-01 01:33:00,7.5628776218111842,3.410365324386837,0
2024-07-01 01:34:00,7.0336380469105988,1.5079895346333858,0
2024-07-01 01:35:00,6.323474836504916,0.051431535805304129,0
2024-07-01 01:36:00,7.499591033848608,2.3514166191876118,0
2024-07-01 01:37:00,8.0291756494687974,2.4969658688511793,0
2024-07-01 01:38:00,7.5559705605920398,2.3980255496173255,0
2024-07-01 01:39:00,7.9499087064187464,2.6618023283984709,0
2024-07-01 01:40:00,6.047872903718793,0.95051772532624379,0
2024-07-01 01:41:00,5.9767220699097905,0.83080062616327099,0
2024-07-01 01:42:00,7.1766476080216464,2.0558591701419702,0
2024-07-01 01:43:00,7.0148192101257925,2.2412678199978813,0
2024-07-01 01:44:00,7.8701909987974847,3.5082485273187389,0
2024-07-01 01:45:00,5.8428113278335907,1.0503778928832546,0
2024-07-01 01:46:00,6.0220978384280297,1.2974637789714316,0
2024-07-01 01:47:00,6.5751460416409557,1.4715489053010244,0
2024-07-01 01:48:00,7.2632373001190178,1.955599719249054,0
2024-07-01 01:49:00,7.3993770882056458,1.1111342835028213,0
2024-07-01 01:50:00,7.6121542546468541,2.2933735139886897,0
2024-07-01 01:51:00,7.3334709680103067,2.2424950096026239,0
2024-07-01 01:52:00,8.1314736637419447,2.5584865926579914,0
2024-07-01 01:53:00,5.6361288856135214,1.2302702386281439,0
2024-07-01 01:54:00,6.8819877099250162,2.5049838942021423,0
2024-07-01 01:55:00,8.0982729489223395,2.9738202464660248,0
2024-07-01 01:56:00,7.3254220033761124,1.8763602466691491,0
2024-07-01 01:57:00,6.3052354509649069,1.263297266757583,0
2024-07-01 01:58:00,7.2775841811622604,1.754238157338186,0
2024-07-01 01:59:00,6.6019845473327914,1.9921091990442397,0
2024-07-01 02:00:00,6.5543185119178977,1.8826585907771833,0
2024-07-01 02:01:00,5.8830220710451258,1.5191478978339721,0
2024-07-01 02:02:00,7.1636850195245181,2.1792118599023809,0
2024-07-01 02:03:00,5.8640716570493714,0.72758642619390912,0
2024-07-01 02:04:00,6.0036319232088244,0.81257127154378628,0
2024-07-01 02:05:00,6.3548083600314174,1.7823978318729552,0
2024-07-01 02:06:00,8.74706495119813,3.0412017569284524,0
2024-07-01 02:07:00,6.4236187969672605,1.7059647171596426,0
2024-07-01 02:08:00,5.5974972112113788,0.35186572517588482,0
2024-07-01 02:09:00,6.4551664495773249,1.9304389976895617,0
2024-07-01 02:10:00,5.5359384434240484,1.7135206943356305,0
2024-07-01 02:11:00,5.9698614593576149,0.76801977300290836,0
2024-07-01 02:12:00,6.5464915968577682,1.2292487153921674,0
2024-07-01 02:13:00,5.8227801223220652,0.42629284539372231,0
2024-07-01 02:14:00,5.9291373719773199,0.68017262994848227,0
2024-07-01 02:15:00,6.228675095268084,1.1695376681828673,0
2024-07-01 02:16:00,6.7507278261243382,1.9789846030520781,0
2024-07-01 02:17:00,5.6699897144811668,0.31535664760362969,0
2024-07-01 02:18:00,5.1523467920121178,0.30926415367288074,0
2024-07-01 02:19:00,6.5443242527114602,1.1386195180243246,0
2024-07-01 02:20:00,5.8990942464206286,0.32848929412088013,0
2024-07-01 02:21:00,5.6792143127030146,0.29602896995271683,0
2024-07-01 02:22:00,4.312746304426966,-0.89177885345005636,0
2024-07-01 02:23:00,5.845530150324131,1.1950504307160212,0
2024-07-01 02:24:00,4.8714911670362619,-0.11716188383085974,0
2024-07-01 02:25:00,4.3003514560271006,-0.94092398107699338,0
2024-07-01 02:26:00,6.7238526210792458,1.5149579086200109,0
2024-07-01 02:27:00,6.0413798398178846,1.3740121649381081,0
2024-07-01 02:28:00,6.8087234601502002,1.4143111895945502,0
2024-07-01 02:29:00,6.8799127438407917,0.56637610275690098,0
2024-07-01 02:30:00,5.6276775167954947,0.73522280636666226,0
2024-07-01 02:31:00,4.9609850922987242,0.63107913344055389,0
2024-07-01 02:32:00,4.5419923836919605,-0.24004298659005119,0
2024-07-01 02:33:00,5.3440794725304963,0.34999169178323336,0
2024-07-01 02:34:00,6.346315302915527,1.335729287490135,0
2024-07-01 02:35:00,5.1667870081276526,0.52018188318733394,0
2024-07-01 02:36:00,6.2139022707001752,0.88970082601802225,0
2024-07-01 02:37:00,5.5434616133301802,1.0877730613152106,0
2024-07-01 02:38:00,5.7181291190345993,0.90062404124373785,0
2024-07-01 02:39:00,4.8369845426785858,0.49387298592211071,0
2024-07-01 02:40:00,5.7387341622432864,1.7290174258996553,0
2024-07-01 02:41:00,6.0180979251356908,1.3110385448650128,0
2024-07-01 02:42:00,7.2622567348731355,1.4106027810617472,0
2024-07-01 02:43:00,5.4273406132644322,-0.05904248197262274,0
2024-07-01 02:44:00,5.7637226182410597,0.40212636235738369,0
2024-07-01 02:45:00,6.4436371772986334,1.2429616645211867,0
2024-07-01 02:46:00,6.8894792841223138,2.3954756918666238,0
2024-07-01 02:47:00,6.4618872447757578,1.1316149109130957,0
2024-07-01 02:48:00,4.9996800796999867,-0.25665686862476172,0
2024-07-01 02:49:00,4.6271229447521831,-0.78318677005821158,0
2024-07-01 02:50:00,4.887662948915021,-0.090518934754868094,0
2024-07-01 02:51:00,5.2479190054693508,0.65550886272789521,0
2024-07-01 02:52:00,4.9714291037424054,0.34055944480986933,0
2024-07-01 02:53:00,5.3504576616607284,0.86355327850501018,0
2024-07-01 02:54:00,4.4059749603564047,-0.42948146815744748,0
2024-07-01 02:55:00,4.4494434957413356,0.39292576196245887,0
2024-07-01 02:56:00,6.0393726300363308,0.68660806561016807,0
2024-07-01 02:57:00,5.0247985317480426,1.2435636203964879,0
2024-07-01 02:58:00,5.7484379630089553,-0.084000037324382326,0
2024-07-01 02:59:00,3.8518382874187949,-0.68845633311837673,0
2024-07-01 03:00:00,5.2976866574056114,-0.76054175971885263,0
2024-07-01 03:01:00,5.9570714255829751,0.34131117878072847,0
2024-07-01 03:02:00,4.2970998162806726,-0.68511330276036431,0
2024-07-01 03:03:00,4.7669895438394487,-0.53036477020630191,0
2024-07-01 03:04:00,5.2788699463213895,-0.58197937300527325,0
2024-07-01 03:05:00,5.6862354101458248,0.32813077850454053,0
2024-07-01 03:06:00,4.7165410520573943,0.43794307081449257,0
2024-07-01 03:07:00,6.2221171262573174,1.7062096182315727,0
2024-07-01 03:08:00,5.3945355123530732,0.61988770625526768,0
2024-07-01 03:09:00,4.0838115726520847,-0.32978742558037022,0
2024-07-01 03:10:00,5.0970512797272045,-0.11840110011822352,0
2024-07-01 03:11:00,5.7323728883377694,1.2085764834655988,0
2024-07-01 03:12:00,5.7568168386158884,0.79563830807696378,0
2024-07-01 03:13:00,4.6096685946483653,-0.36109073573552936,0
2024-07-01 03:14:00,5.0338666692515188,-0.2714764113108743,0
